city,Locality,rooms,bathroom,parking_spaces,floor,association_tax,rent_amount,property_tax,fire_insurance,total_rent,animal_allowed,furnishing,rooms_outlier,bathrooms_outlier,parking_outlier
Bangalore,hulimavu,1,1,1,8,1761,13500,450,174,15885,1,1,0,0,0
Chennai,pallikaranai,2,3,1,9,2682,4752,354,18,7806,1,0,0,0,0
Bangalore,kr puram,2,1,1,5,1920,4875,0,63,6858,1,0,0,0,0
Bangalore,budigere,2,2,1,2,2070,8700,411,111,11292,1,1,0,0,0
Bangalore,raja rajeshwari nagar,1,1,0,6,0,2100,240,33,2373,1,0,0,0,0
Delhi,noida,2,2,1,14,2574,2400,54,33,5061,1,0,0,0,0
Bangalore,margondanahalli,1,1,0,6,1596,9000,225,117,10938,1,0,0,0,0
Mumbai,karanjade,2,1,0,3,1500,2700,219,42,4461,1,0,0,0,0
Bangalore,thanisandra,3,3,3,3,9486,14370,2628,183,26667,1,0,0,0,0
Chennai,avadi,1,1,0,9,1050,1950,63,27,3090,1,0,0,0,0
Mumbai,badlapur east,1,1,0,10,390,2700,0,42,3132,1,0,0,0,0
Delhi,duggal colony,5,7,5,6,0,45000,1002,687,46680,1,0,0,1,1
Kolkata,nager bazar,4,2,2,4,2910,10500,861,141,14412,1,0,0,0,0
Kolkata,dum dum,2,1,0,6,0,3960,210,66,4236,1,0,0,0,0
Bangalore,thanisandra,2,2,1,10,8100,28500,1800,363,38760,1,1,0,0,0
Bangalore,7th phase jp nagar,1,1,1,7,1566,9300,360,120,11346,0,1,0,0,0
Kolkata,joka,4,4,4,6,0,19500,1284,321,21105,1,0,0,0,0
Bangalore,thanisandra,4,4,4,6,0,12660,1350,192,14202,1,0,0,0,0
Kolkata,parnashree,2,1,0,6,0,6000,573,99,6672,1,0,0,0,0
Bangalore,bhoganhalli,2,1,0,12,1431,3600,0,48,5079,1,0,0,0,0
Mumbai,vasai,1,1,0,4,1050,1650,63,27,2790,1,0,0,0,0
Bangalore,sarjapura - attibele road,3,3,5,6,0,12600,750,192,13542,1,0,0,0,1
Kolkata,joka,4,4,4,6,0,18600,1029,306,19935,1,0,0,0,0
Bangalore,bannerghatta road,3,3,2,9,3600,10500,327,135,14562,1,1,0,0,0
Chennai,pammal,1,1,1,7,1176,3300,39,42,4557,1,0,0,0,0
Chennai,kanathur reddikuppam,1,1,0,4,1005,2283,0,30,3318,0,1,0,0,0
Mumbai,virar west,1,1,0,4,600,2745,129,42,3516,1,0,0,0,0
Bangalore,kasavanhalli,6,5,7,6,0,29430,3000,444,32880,1,0,0,0,1
Delhi,dwarka mor,2,2,0,3,3045,6750,405,87,10287,1,0,0,0,0
Bangalore,hegde nagar,2,1,0,9,2820,13161,9,168,16158,1,1,0,0,0
Bangalore,thanisandra,1,2,0,6,0,24000,2100,363,26463,1,0,0,0,0
Delhi,chattarpur,2,1,1,3,450,5400,0,72,5922,1,0,0,0,0
Bangalore,siddapura,4,5,5,17,8100,45000,5625,573,59310,1,1,0,0,1
Bangalore,hormavu,3,3,2,8,5400,21000,1677,267,28344,1,0,0,0,0
Bangalore,kr puram,2,1,1,11,1224,5100,105,66,6495,1,1,0,0,0
Bangalore,rajiv gandhi nagar,4,5,2,6,0,21000,2502,318,23820,1,0,0,0,0
Bangalore,maruthi nagar,3,3,2,6,8550,45000,2331,573,56460,0,0,0,0,0
Bangalore,hoodi,2,1,2,6,0,15000,1752,228,16980,1,0,0,0,0
Bangalore,electronics city phase 1,3,1,1,6,0,9000,894,138,10032,1,0,0,0,0
Delhi,chattarpur,2,1,0,10,2100,4800,177,63,7140,1,0,0,0,0
Bangalore,hosa road,1,1,0,6,0,1800,0,30,1830,0,0,0,0,0
Chennai,besant nagar,2,2,1,14,975,5400,390,69,6834,1,0,0,0,0
Mumbai,kalyan west,2,1,1,3,1200,3000,21,45,4266,1,0,0,0,0
Bangalore,doddaballapur,3,4,3,1,8400,14400,2250,183,25233,1,0,0,0,0
Bangalore,3rd block hrbr layout,4,4,3,10,8100,12600,3750,162,24612,1,0,0,0,0
Bangalore,kr puram,2,2,2,3,2340,6003,426,78,8847,1,0,0,0,0
Bangalore,hegde nagar,2,1,1,6,0,10350,69,156,10575,1,1,0,0,0
Bangalore,kodigehaali,4,3,4,2,10380,21000,3000,267,34650,1,0,0,0,0
Bangalore,malleshpalya,2,2,2,6,0,5550,177,84,5811,0,0,0,0,0
Delhi,vasant kunj,2,1,2,5,2151,8400,39,111,10701,0,0,0,0,0
Bangalore,hormavu,4,2,2,6,0,8700,150,132,8982,1,0,0,0,0
Delhi,sheikh sarai,1,1,0,14,1563,3120,285,42,5010,0,0,0,0,0
Chennai,east coast road kanathur reddikuppam,3,5,3,3,3270,20100,696,255,24321,1,1,0,0,0
Kolkata,nimta,1,1,0,1,600,2700,75,36,3411,0,1,0,0,0
Chennai,guduvancheri,1,1,1,2,1179,1941,45,27,3192,0,0,0,0,0
Chennai,kelambakkam,1,1,1,8,1080,3300,66,42,4488,0,0,0,0,0
Bangalore,indira nagar,2,2,1,12,2100,3750,450,48,6348,1,0,0,0,0
Bangalore,epip zone,4,6,4,4,8400,13500,2226,174,24300,1,0,0,0,0
Bangalore,budigere,2,2,1,18,1920,10200,285,132,12537,1,0,0,0,0
Bangalore,kumaraswami layout,2,2,1,18,2850,19500,375,249,22974,1,1,0,0,0
Bangalore,bellandur,3,1,5,6,0,19500,1701,294,21495,1,0,0,0,1
Bangalore,malleshwaram,2,1,1,2,1530,4050,300,54,5934,0,1,0,0,0
Mumbai,palghar,3,2,2,3,3000,23100,876,339,27315,1,1,0,0,0
Delhi,shalimar bagh,1,1,0,11,1557,3600,0,48,5205,1,0,0,0,0
Bangalore,vidyaranyapura,3,6,4,6,0,25500,2568,384,28452,1,0,0,0,0
Mumbai,worli,3,1,0,1,960,3750,138,57,4905,1,0,0,0,0
Bangalore,kothanur,2,2,1,8,2307,6600,648,84,9639,0,0,0,0,0
Mumbai,kamothe,1,2,0,3,420,4050,300,60,4830,1,0,0,0,0
Bangalore,kanakpura road,2,2,2,2,2580,5520,495,72,8667,1,0,0,0,0
Bangalore,binny pete,4,4,3,4,5970,10500,1767,135,18372,1,1,0,0,0
Chennai,pammal,1,1,0,6,0,4800,0,75,4875,1,0,0,0,0
Bangalore,hennur road,2,2,2,9,4947,4200,2550,54,11751,0,0,0,0,0
Bangalore,kaggadasapura,1,1,1,27,1680,15900,300,204,18084,1,0,0,0,0
Kolkata,rajarhat,3,1,2,3,600,4938,219,66,5823,1,0,0,0,0
Kolkata,narendrapur,4,3,2,1,0,9750,0,132,9882,1,0,0,0,0
Delhi,govindpuri,1,1,0,5,960,3900,126,51,5037,1,0,0,0,0
Bangalore,hegde nagar,3,2,1,12,3366,9150,693,117,13326,1,0,0,0,0
Kolkata,new alipore,2,1,1,8,1215,6300,486,84,8085,1,0,0,0,0
Delhi,patel nagar,3,2,1,6,5700,15000,1002,195,21897,1,0,0,0,0
Bangalore,balagere,3,2,0,6,0,17400,2751,264,20415,1,0,0,0,0
Bangalore,whitefield,1,1,0,6,0,2070,0,33,2103,1,0,0,0,0
Chennai,velachery,1,1,0,14,855,1500,0,21,2376,0,0,0,0,0
Delhi,malviya nagar,2,1,1,3,1650,4950,0,66,6666,1,1,0,0,0
Bangalore,btm layout,4,5,3,6,0,30000,2865,453,33330,1,0,0,0,0
Bangalore,talaghattapura,3,2,1,6,0,8700,540,132,9372,1,0,0,0,0
Delhi,paschim vihar,1,1,0,1,1158,5850,273,78,7359,1,1,0,0,0
Kolkata,new alipore,3,1,1,1,1044,2850,189,39,4122,1,0,0,0,0
Bangalore,attibele,3,2,1,6,2985,9000,0,117,12102,1,0,0,0,0
Bangalore,sarjapur,1,1,0,6,1806,5400,390,69,7665,1,1,0,0,0
Bangalore,8th phase jp nagar,1,1,0,3,1275,9900,0,126,11301,1,1,0,0,0
Bangalore,kundalahalli,1,1,1,9,4500,10200,450,132,15282,0,1,0,0,0
Bangalore,poorna pragna layout,4,7,8,6,0,36000,5001,543,41550,1,0,0,1,1
Delhi,greater kailash 1,2,1,1,2,984,6900,0,90,7974,0,1,0,0,0
Bangalore,gottigere,2,2,1,8,1074,7650,396,99,9219,1,0,0,0,0
Kolkata,madhyamgram,2,1,1,10,480,2400,0,33,2913,1,0,0,0,0
Bangalore,lakshminarayana pura,2,2,1,3,2430,4200,54,54,6738,1,0,0,0,0
Bangalore,electronic city,3,3,1,6,0,7200,0,111,7311,1,0,0,0,0
Bangalore,old airport road,2,1,1,5,3006,7020,0,24,10050,1,0,0,0,0
Bangalore,yelahanka,1,1,0,6,0,2340,51,36,2427,0,0,0,0,0
Kolkata,madhyamgram,1,1,0,1,0,2250,90,30,2370,1,0,0,0,0
Bangalore,hebbal,3,4,4,15,7590,12000,3300,153,23043,1,0,0,0,0
Bangalore,gubbalala,2,2,1,12,1080,6600,54,84,7818,1,0,0,0,0
Bangalore,itpl,4,7,5,11,14766,45000,10695,573,71040,1,0,0,1,1
Kolkata,baranagar,4,6,3,7,5250,14250,2493,192,22185,0,0,0,0,0
Bangalore,koramangala,1,1,0,5,1950,4470,0,57,6477,1,0,0,0,0
Bangalore,hoodi,2,3,1,3,3918,15000,750,192,19860,1,1,0,0,0
Bangalore,devanahalli,2,2,2,10,2349,6000,72,78,8499,0,1,0,0,0
Bangalore,begur road,4,4,4,8,6174,13500,1620,174,21468,1,0,0,0,0
Bangalore,hebbal kempapura,3,1,2,8,1050,4650,300,60,6060,1,0,0,0,0
Bangalore,jakkur,2,2,4,6,0,12600,0,192,12792,1,0,0,0,0
Bangalore,kammasandra,2,1,0,13,1710,7740,0,99,9549,1,0,0,0,0
Mumbai,kavesar,3,4,3,6,0,11970,561,213,12744,0,0,0,0,0
Bangalore,jp nagar,3,5,2,6,0,21000,1875,318,23193,1,0,0,0,0
Bangalore,anekal,2,3,2,10,4200,40500,1125,516,46350,1,0,0,0,0
Delhi,uttam nagar,3,2,0,7,2850,8160,576,108,11694,1,0,0,0,0
Bangalore,koramangala,2,1,1,1,1440,5130,0,66,6636,1,0,0,0,0
Bangalore,attibele,2,3,2,24,1350,9600,120,123,11193,1,0,0,0,0
Chennai,pattabiram,2,1,1,1,1575,3600,264,48,5487,1,0,0,0,0
Kolkata,chinar park,2,2,1,6,1704,6300,678,84,8766,1,0,0,0,0
Bangalore,nagarbhavi,3,5,0,6,0,27000,1902,408,29310,1,0,0,0,0
Chennai,vandalur,2,1,1,6,822,3000,21,39,3882,1,0,0,0,0
Bangalore,electronic city,3,3,4,6,0,29325,0,441,29766,0,0,0,0,0
Delhi,lajpat nagar,2,1,0,3,1350,4500,540,60,6450,1,0,0,0,0
Bangalore,kengeri,2,1,8,6,0,13500,2160,204,15864,1,0,0,0,1
Kolkata,nager bazar,3,2,2,6,4500,14550,1506,195,20751,1,0,0,0,0
Mumbai,ulwe,1,1,1,3,750,6900,135,102,7887,1,0,0,0,0
Mumbai,thane west,1,1,0,4,1350,2700,114,42,4206,1,0,0,0,0
Bangalore,hebbal,3,3,2,7,8250,16500,2376,210,27336,1,1,0,0,0
Kolkata,salt lake city,1,1,8,6,0,6570,501,108,7179,1,0,0,0,1
Mumbai,naigaon east,1,1,0,1,360,3510,276,54,4200,1,0,0,0,0
Delhi,pitampura,1,1,0,6,750,6000,135,93,6978,1,1,0,0,0
Delhi,west end,3,2,1,2,7497,13500,1650,174,22821,1,0,0,0,0
Delhi,gautam nagar,1,1,0,2,1890,3705,0,48,5643,1,0,0,0,0
Kolkata,keshtopur,3,1,1,4,750,2340,0,33,3123,1,0,0,0,0
Bangalore,banashankari stage vi,3,2,2,6,0,11100,1371,168,12639,1,0,0,0,0
Bangalore,sarjapur  road,3,1,1,1,2100,3060,600,39,5799,1,0,0,0,0
Bangalore,jp nagar,3,3,2,6,0,10500,750,159,11409,1,0,0,0,0
Bangalore,gunjur,3,3,4,10,5442,16500,2421,210,24573,1,0,0,0,0
Bangalore,sarjapur  road,2,1,0,6,300,6000,126,78,6504,1,0,0,0,0
Chennai,kovur,3,3,2,8,3300,6990,594,90,10974,1,0,0,0,0
Delhi,uttam nagar,2,2,1,5,2673,5400,375,72,8520,1,0,0,0,0
Bangalore,vijayanagar,1,1,1,5,3396,7800,0,99,11295,0,1,0,0,0
Kolkata,golf green,4,2,3,6,0,9132,558,150,9840,1,0,0,0,0
Delhi,uttam nagar,2,1,1,4,2400,7497,351,99,10347,1,0,0,0,0
Kolkata,chinar park,3,1,2,3,750,3300,219,45,4314,1,0,0,0,0
Bangalore,yelahanka,1,1,0,6,555,2550,123,39,3267,0,0,0,0,0
Bangalore,yeshwanthpur,3,5,4,11,11490,10500,4257,135,26382,1,0,0,0,0
Kolkata,rajarhat,3,3,1,4,3900,7800,900,105,12705,1,1,0,0,0
Mumbai,chembur,3,2,1,4,1470,7500,24,111,9105,1,0,0,0,0
Bangalore,rajaji nagar,3,2,1,10,3300,6900,327,90,10617,0,1,0,0,0
Bangalore,kanakpura road,3,2,1,6,0,7290,0,111,7401,1,1,0,0,0
Mumbai,thane west,1,1,0,6,540,3750,18,57,4365,1,0,0,0,0
Bangalore,hennur road,2,1,1,1,2400,4800,252,63,7515,1,0,0,0,0
Bangalore,sarjapur,1,1,0,3,900,1800,120,24,2844,0,1,0,0,0
Mumbai,panvel,1,1,0,11,720,3450,105,51,4326,0,0,0,0,0
Bangalore,kanakapura,4,4,4,5,17301,27000,7521,345,52170,1,0,0,0,0
Bangalore,electronics city phase 1,3,3,2,6,0,14040,636,213,14889,1,0,0,0,0
Bangalore,uttarahalli,2,2,1,6,0,4500,225,69,4794,0,0,0,0,0
Bangalore,byagadadhenahalli,3,5,0,12,14718,25800,7302,327,48150,0,0,0,0,0
Bangalore,parappana agrahara,3,2,1,12,1740,5100,270,66,7176,1,0,0,0,0
Bangalore,uttarahalli,3,1,1,8,2109,7500,261,96,9966,1,1,0,0,0
Bangalore,dodsworth layout,4,3,3,4,4890,13050,2226,168,20334,1,0,0,0,0
Kolkata,new alipore,1,2,1,5,2250,5700,489,78,8517,1,0,0,0,0
Kolkata,rajarhat main road,5,5,6,6,0,30000,2772,492,33270,1,0,0,0,1
Delhi,laxmi nagar,3,2,0,7,2673,9000,555,117,12345,1,0,0,0,0
Bangalore,bannerghatta road,2,2,2,6,0,8070,678,123,8871,1,0,0,0,0
Mumbai,panvel,1,1,1,5,1026,2940,153,45,4164,1,0,0,0,0
Kolkata,barisha,5,5,3,6,0,42000,1092,690,43770,1,0,0,0,0
Kolkata,keshtopur,5,3,0,6,0,9750,300,162,10212,1,0,0,0,0
Bangalore,banashankari,4,3,4,6,3,21900,1800,330,24033,1,0,0,0,0
Bangalore,panathur,2,1,1,1,1200,4800,0,63,6063,1,0,0,0,0
Bangalore,vignana nagar,4,6,6,3,13344,22500,6234,288,42360,1,0,0,0,1
Kolkata,joka road,2,3,2,3,1221,7500,627,102,9450,1,0,0,0,0
Mumbai,navi basti,3,3,2,6,858,7200,3900,129,12087,1,0,0,0,0
Bangalore,bannerghatta road,3,2,1,6,2550,7800,360,99,10809,1,0,0,0,0
Bangalore,bellandur,3,4,3,5,8400,27000,3375,345,39120,1,1,0,0,0
Bangalore,electronics city phase 1,4,4,2,6,0,7200,0,111,7311,1,0,0,0,0
Bangalore,gunjur palya,2,2,1,2,5400,9300,876,120,15696,1,1,0,0,0
Bangalore,rajaji nagar,3,4,2,8,3900,16500,0,210,20610,1,1,0,0,0
Kolkata,north dumdum,7,2,1,3,1050,6600,561,90,8301,1,0,0,0,0
Bangalore,bisuvanahalli,3,3,4,6,5100,12960,426,195,18681,1,0,0,0,0
Bangalore,yeshwanthpur,5,4,5,6,0,41910,1251,630,43770,0,0,0,0,1
Bangalore,banashankari,3,2,4,6,0,30600,2976,462,34050,1,0,0,0,0
Chennai,padur,3,2,2,9,1530,9000,495,117,11142,1,1,0,0,0
Bangalore,9th phase jp nagar,1,1,1,11,1140,4800,180,63,6183,1,0,0,0,0
Bangalore,chandapura,3,2,1,5,1578,6270,63,81,7992,1,0,0,0,0
Delhi,vasant kunj,3,3,1,10,3750,11400,441,147,15738,1,0,0,0,0
Mumbai,powai,1,1,1,1,1200,6600,0,99,7899,0,1,0,0,0
Bangalore,tc palaya,1,1,0,1,750,3915,0,51,4716,0,0,0,0,0
Delhi,hari nagar,2,2,1,2,3321,8400,450,111,12282,1,0,0,0,0
Bangalore,marathahalli,4,4,5,11,9450,33000,3675,420,46560,1,0,0,0,1
Bangalore,bannerghatta road,3,2,2,6,0,6000,969,93,7062,1,0,0,0,0
Bangalore,nagarbhavi,2,2,2,6,0,11400,1701,174,13275,0,0,0,0,0
Bangalore,sarjapur  road,2,1,0,6,0,3900,150,60,4110,1,0,0,0,0
Delhi,greater kailash,1,1,2,6,1620,4950,126,66,6762,0,1,0,0,0
Bangalore,hennur,2,1,1,6,1200,2910,12,39,4161,1,0,0,0,0
Kolkata,new town,2,1,1,3,1170,3300,222,45,4737,1,0,0,0,0
Bangalore,varthur,3,1,1,10,2250,3600,0,48,5898,1,0,0,0,0
Bangalore,kengeri,4,3,1,2,7200,10800,1392,138,19530,0,0,0,0,0
Chennai,guduvancheri,1,1,1,10,2154,4800,39,63,7056,0,0,0,0,0
Delhi,vasant vihar,3,1,0,2,2415,7200,627,93,10335,1,0,0,0,0
Bangalore,kothanur,1,1,1,18,2400,22500,576,288,25764,1,0,0,0,0
Bangalore,hosur road,1,2,0,27,9531,45000,390,573,55500,1,1,0,0,0
Bangalore,haralur road,2,3,3,6,0,12750,0,192,12942,1,0,0,0,0
Bangalore,hennur road,1,1,0,6,0,6600,327,102,7029,1,0,0,0,0
Kolkata,howrah,2,2,0,6,600,2400,150,33,3183,0,0,0,0,0
Kolkata,madurdaha hussainpur,4,3,3,6,5400,18000,2643,240,26283,1,0,0,0,0
Bangalore,mahadevpura,2,1,0,1,360,4290,129,57,4836,1,0,0,0,0
Bangalore,dasarahalli,3,3,0,9,2970,10650,252,135,14007,1,1,0,0,0
Bangalore,bellandur,2,2,1,15,5400,16050,0,204,21654,1,0,0,0,0
Kolkata,andul,3,2,2,9,2688,7200,1050,96,11034,1,0,0,0,0
Bangalore,mysore road,1,2,0,12,9900,9900,378,126,20304,0,1,0,0,0
Delhi,jasola,3,3,1,5,4350,15000,1101,195,20646,1,0,0,0,0
Bangalore,raja rajeshwari nagar,5,1,0,6,0,7500,600,114,8214,1,0,0,0,0
Bangalore,hosur road,2,3,3,13,2400,12450,1125,159,16134,0,0,0,0,0
Kolkata,rajarhat,2,1,0,6,0,2331,75,39,2445,1,0,0,0,0
Bangalore,akshaya nagar,3,3,4,6,0,12600,900,192,13692,1,1,0,0,0
Bangalore,whitefield,1,1,0,6,0,3750,102,57,3909,0,0,0,0,0
Bangalore,nagappa reddy layout,4,6,5,6,0,30000,2502,453,32970,1,0,0,0,1
Bangalore,electronic city,1,3,2,8,2400,7500,375,96,10371,0,1,0,0,0
Delhi,chattarpur,1,1,0,4,4200,6000,576,78,10854,0,1,0,0,0
Bangalore,whitefield,2,1,1,12,1386,5700,0,75,7161,1,0,0,0,0
Bangalore,hosa road,1,1,0,1,0,3600,105,48,3753,0,0,0,0,0
Bangalore,sarjapur  road,2,2,2,16,4200,9900,252,126,14478,1,0,0,0,0
Chennai,thiruvanmiyur,2,2,2,7,1800,5700,246,75,7821,1,0,0,0,0
Mumbai,kharghar,2,1,0,3,510,3270,75,48,3903,1,0,0,0,0
Bangalore,chandapura,2,2,1,3,1950,8400,627,108,11085,1,0,0,0,0
Bangalore,kanakpura road,1,1,0,6,0,4800,576,75,5451,0,0,0,0,0
Bangalore,sarjapur  road,3,2,2,16,1950,7500,360,96,9906,1,1,0,0,0
Bangalore,shivaji nagar,4,4,3,8,3300,25500,2253,324,31380,1,1,0,0,0
Bangalore,tumkur road,3,3,5,6,0,12000,0,102,12102,0,0,0,0,1
Bangalore,yeshwanthpur,4,5,5,6,0,21600,1050,327,22977,1,0,0,0,1
Bangalore,hennur road,2,2,0,1,960,9600,0,123,10683,1,1,0,0,0
Bangalore,hosur road,3,2,2,3,4200,6000,1149,78,11427,1,0,0,0,0
Mumbai,sector-3 ulwe,3,5,1,2,5364,16668,2001,246,24279,1,0,0,0,0
Mumbai,vile parle west,2,1,2,3,1155,4950,2640,75,8820,1,0,0,0,0
Mumbai,kharghar,2,1,2,6,0,4200,0,75,4275,1,0,0,0,0
Bangalore,kr puram,1,1,1,4,2436,9600,0,123,12159,0,1,0,0,0
Kolkata,nager bazar,4,4,3,1,5220,18600,1503,249,25572,0,0,0,0,0
Bangalore,mysore road,1,1,1,8,1440,6900,210,90,8640,1,0,0,0,0
Bangalore,devanahalli,2,2,1,1,2160,10500,339,135,13134,1,1,0,0,0
Bangalore,electronic city,1,4,1,6,0,33000,750,498,34260,1,0,0,0,0
Bangalore,whitefield,2,1,1,15,1950,3900,102,51,6003,1,0,0,0,0
Bangalore,kothanur,2,1,1,1,1950,4050,0,54,6054,1,1,0,0,0
Bangalore,whitefield,1,1,0,1,450,2490,0,33,2973,0,0,0,0,0
Mumbai,worli,2,1,0,2,0,4500,0,66,4566,1,0,0,0,0
Chennai,guduvancheri,2,1,1,3,900,3510,0,45,4455,1,0,0,0,0
Kolkata,golf green,4,3,2,3,990,7500,900,102,9492,1,1,0,0,0
Bangalore,hosa road,1,1,0,16,882,3900,66,51,4899,1,0,0,0,0
Bangalore,uttarahalli,2,1,2,2,2700,7272,735,93,10800,1,1,0,0,0
Bangalore,hoskote,4,3,5,6,0,11700,894,177,12771,1,0,0,0,1
Kolkata,salt lake city,6,3,4,6,0,21000,3324,345,24669,1,0,0,0,0
Delhi,saket,1,1,0,1,900,4800,126,63,5889,1,1,0,0,0
Kolkata,sonarpur,4,2,2,6,0,5400,630,90,6120,1,0,0,0,0
Bangalore,sector 1 hsr layout,3,6,4,23,5400,37500,3252,477,46620,0,1,0,0,0
Bangalore,old madras road,2,2,3,6,3,4287,0,66,4356,1,0,0,0,0
Mumbai,titwala,2,2,1,3,1650,6300,2400,93,10443,1,0,0,0,0
Delhi,dwarka mor,2,1,1,6,900,6000,177,93,7170,1,0,0,0,0
Bangalore,banashankari,5,4,6,6,0,18000,1920,273,20193,1,0,0,0,1
Chennai,pallavaram,1,1,0,7,1050,1650,36,21,2757,1,0,0,0,0
Delhi,sector 6 dwarka,4,4,2,3,12300,38250,4002,495,55050,1,0,0,0,0
Bangalore,austin town,4,7,8,6,0,24000,3750,363,28113,1,0,0,1,1
Mumbai,mazgaon,3,2,1,2,2250,8700,327,129,11406,1,1,0,0,0
Bangalore,hormavu,3,3,3,6,0,10500,627,159,11286,1,0,0,0,0
Bangalore,koramangala,2,1,1,12,1215,6150,312,78,7755,0,0,0,0,0
Bangalore,frazer town,4,4,4,9,22200,25500,10104,324,58140,1,0,0,0,0
Bangalore,electronic city,2,1,1,5,4200,11400,702,147,16449,1,1,0,0,0
Kolkata,patuli,2,2,1,6,0,3750,198,63,4011,1,0,0,0,0
Delhi,panchsheel enclave,3,3,0,6,60,7650,510,117,8337,1,0,0,0,0
Bangalore,kogilu,1,1,0,4,1650,10500,240,135,12525,1,1,0,0,0
Bangalore,8th phase jp nagar,2,1,0,1,150,3450,102,45,3747,0,0,0,0,0
Delhi,greater kailash,1,1,0,11,1050,8784,102,114,10050,0,1,0,0,0
Bangalore,yeshwanthpur,3,3,4,6,0,10950,0,165,11115,1,0,0,0,0
Bangalore,jakkasandra extension,4,4,5,6,0,30000,1752,453,32220,1,1,0,0,1
Delhi,greater kailash ii,2,3,0,1,0,5820,501,75,6396,1,0,0,0,0
Bangalore,dollars colony,3,3,2,20,5700,25200,1617,321,32850,1,0,0,0,0
Bangalore,kengeri satellite town,1,1,1,26,1416,6900,177,90,8583,1,0,0,0,0
Bangalore,raja rajeshwari nagar,2,1,1,6,375,6300,0,96,6771,1,0,0,0,0
Bangalore,yelahanka,1,1,0,6,0,2340,51,36,2427,0,0,0,0,0
Bangalore,mallasandra,3,3,3,11,4965,21000,1326,267,27558,0,0,0,0,0
Chennai,guduvancheri,1,1,0,7,915,1950,39,27,2931,1,0,0,0,0
Bangalore,electronic city,2,3,2,27,2580,18084,1059,231,21954,1,1,0,0,0
Bangalore,green glen layout,2,1,1,15,2700,9000,201,117,12018,1,0,0,0,0
Bangalore,kundalahalli,1,1,1,11,1956,11610,126,150,13842,1,1,0,0,0
Bangalore,ambalipura,3,2,1,7,2832,13200,378,168,16578,1,0,0,0,0
Bangalore,kundalahalli,1,1,1,2,4500,9750,900,126,15276,0,1,0,0,0
Bangalore,1st phase jp nagar,3,1,1,6,0,5280,0,81,5361,1,0,0,0,0
Mumbai,kandivali east,3,1,1,8,1200,5100,375,75,6750,1,0,0,0,0
Kolkata,sodepur road,5,5,6,6,0,45000,3195,738,48930,1,1,0,0,1
Bangalore,yelahanka,1,1,0,6,0,1950,51,30,2031,1,0,0,0,0
Chennai,villivakkam,7,7,8,6,0,27000,2733,408,30150,1,0,0,1,1
Bangalore,akshaya nagar,4,5,4,5,12540,12240,4527,156,29463,1,1,0,0,0
Bangalore,sarjapur  road,1,1,0,6,0,2700,0,42,2742,0,0,0,0,0
Bangalore,thanisandra,4,2,3,1,2730,7170,801,93,10794,0,0,0,0,0
Delhi,rajouri garden,2,3,1,5,2160,17898,1161,231,21450,1,0,0,0,0
Bangalore,bharathi nagar,5,5,4,6,0,18000,1260,273,19533,1,0,0,0,0
Bangalore,old madras road,4,4,4,6,0,32400,2400,489,35280,1,0,0,0,0
Bangalore,electronic city,3,4,4,6,0,10800,480,165,11445,1,0,0,0,0
Bangalore,kundalahalli,1,1,1,13,2433,9600,522,123,12678,0,1,0,0,0
Chennai,perumbakkam,1,1,1,6,0,4110,93,54,4257,0,0,0,0,0
Mumbai,seawoods,3,2,2,8,2100,10200,300,150,12750,1,1,0,0,0
Bangalore,kanakpura road,2,2,2,15,2076,5700,270,75,8121,1,0,0,0,0
Bangalore,vignana nagar,4,5,6,1,13152,25500,6111,324,45090,0,0,0,0,1
Delhi,greater kailash 1,1,1,0,8,1800,8700,402,114,11016,1,0,0,0,0
Bangalore,thigalarapalya,4,3,3,11,3750,12000,2250,153,18153,1,0,0,0,0
Mumbai,lokhandwala complex,7,5,3,6,0,18000,1182,321,19503,1,1,0,0,0
Bangalore,budigere,1,2,1,11,3600,13500,300,174,17574,1,0,0,0,0
Bangalore,bellandur,3,2,1,6,0,16200,1377,246,17823,1,0,0,0,0
Bangalore,mahalakshmi layout,3,3,4,6,0,34200,3426,516,38130,0,0,0,0,0
Bangalore,hebbal,3,4,3,13,8400,18000,2502,231,29133,1,0,0,0,0
Bangalore,kaikondrahalli,3,3,3,17,6900,12000,2325,153,21378,0,0,0,0,0
Kolkata,maheshtala,2,1,1,2,600,2700,0,36,3336,0,0,0,0,0
Bangalore,jp nagar,6,6,3,6,0,15000,3354,228,18582,1,0,0,0,0
Bangalore,koramangala,2,1,0,2,0,3600,0,48,3648,1,0,0,0,0
Bangalore,gottigere,2,2,1,8,1500,12450,420,159,14529,1,0,0,0,0
Bangalore,bommasandra industrial area,4,10,0,6,0,45000,26250,678,71940,1,0,0,1,0
Kolkata,shyamnagar,2,3,3,6,0,6000,513,99,6612,1,0,0,0,0
Bangalore,jp nagar,3,3,5,6,0,10500,6,159,10665,1,0,0,0,1
Mumbai,rabale,5,2,4,6,0,9600,750,171,10521,1,0,0,0,0
Delhi,poorvi pitampura,4,2,0,2,3300,6000,30,78,9408,0,0,0,0,0
Bangalore,marathahalli,4,7,3,6,0,21000,363,318,21681,0,1,0,1,0
Mumbai,ulwe,1,1,1,10,1860,10500,312,156,12828,0,1,0,0,0
Mumbai,wadala,1,1,0,3,810,1950,69,30,2859,1,0,0,0,0
Kolkata,haltu,2,1,1,11,1800,13500,120,180,15600,1,1,0,0,0
